uai;nom_de_l_etablissement;nb_candidats_g;taux_de_reussite_g;taux_d_acces_6eme_3eme;nb_mentions_g;ips;ecart_type_de_l_ips
0100013K;COLLEGE DES ROISES;87;82.0;90.0;59;102.2;30.5
0100019S;COLLEGE DE LA VILLENEUVE;121;69.0;91.0;67;87.8;30.9
0100031E;COLLEGE BEURNONVILLE;144;76.0;84.0;90;99.3;34.2
0100054E;COLLEGE PRIVE ST JOSEPH;76;93.0;91.0;63;111.7;27.4
0100056G;COLLEGE PRIVE MARGUERITE BOURGEOYS;55;95.0;78.0;46;116.7;29.8
0110026U;COLLEGE JULES FERRY;150;81.0;87.0;101;96.5;32.6
0110665N;COLLEGE VARSOVIE;188;88.0;94.0;134;107.9;31.9
0110672W;COLLEGE JULES VERNE;154;77.0;87.0;89;78.9;27.6
0110675Z;COLLEGE MICHEL BOUSQUIE;58;91.0;94.0;38;103.9;28.5
0120029S;COLLEGE JEAN D'ALEMBERT;53;94.0;83.0;39;107.9;28.7
0120070L;COLLEGE PRIVE JEANNE D'ARC;33;97.0;87.0;27;109.1;26.3
0120081Y;COLLEGE PRIVE SAINT-MICHEL;30;100.0;100.0;28;99.6;21.4
0120092K;COLLEGE PRIVE SAINT-JOSEPH;55;100.0;91.0;44;104.6;25.7
0121297V;COLLEGE JEAN JAURES;107;94.0;85.0;90;100.3;32.0
0130022D;COLLEGE VIREBELLE (QUARTIER);147;90.0;91.0;92;108.5;34.5
0130079R;COLLEGE CHAPE (RUE);111;93.0;91.0;93;133.9;40.2
0131260Z;COLLEGE EDMOND ROSTAND;74;82.0;86.0;34;70.2;18.5
0131605Z;COLLEGE HENRI BARNIER;105;82.0;89.0;63;59.0;16.9
0131622T;COLLEGE JOSEPH LAKANAL;123;89.0;92.0;82;101.8;34.5
0131689R;COLLEGE PRIVE ST VINCENT DE PAUL;60;98.0;73.0;48;101.3;24.3
0131711P;COLLEGE ROCHER DU DRAGON;167;93.0;89.0;126;121.9;34.6
0132114C;COLLEGE PRIVE HENRI MARGALHAN;77;92.0;92.0;51;99.3;25.4
0132204A;COLLEGE PONT DE VIVAUX;95;72.0;88.0;44;76.8;24.0
0132212J;COLLEGE FREDERIC MISTRAL;56;79.0;92.0;27;76.8;20.7
0132404T;COLLEGE CLAIR SOLEIL;102;89.0;86.0;68;65.4;21.2
0132491M;COLLEGE ALEXANDRE DUMAS;128;79.0;90.0;59;74.2;24.1
0132634T;COLLEGE ANDRE MALRAUX;183;90.0;93.0;117;97.6;27.7
0132785G;COLLEGE ROSA PARKS;92;65.0;87.0;37;60.6;16.1
0132786H;COLLEGE MATAGOTS (LES);175;89.0;96.0;123;112.4;36.0
0132833J;COLLEGE GEORGES BRASSENS;159;96.0;96.0;124;131.9;35.5
0132913W;COLLEGE PRIVE PROVENCE (DE);184;100.0;94.0;184;146.6;17.8
0132950L;COLLEGE PRIVE SACRE COEUR (DU);57;100.0;79.0;46;116.4;30.1
0132958V;COLLEGE PRIVE ST JOSEPH LES MARISTES;127;99.0;90.0;120;122.9;28.4
0133243E;COLLEGE FONT D AURUMY;235;99.0;95.0;206;118.7;33.9
0133351X;COLLEGE JEAN DE LA FONTAINE;166;93.0;100.0;129;120.4;32.6
0133352Y;COLLEGE CAMILLE CLAUDEL;92;87.0;89.0;67;89.9;32.6
0133374X;COLLEGE PRIVE AMI;51;98.0;85.0;48;124.9;28.5
0133449D;COLLEGE PIERRE MATRAJA;186;93.0;92.0;142;124.1;34.0
0133451F;COLLEGE JEAN ZAY;131;91.0;94.0;97;123.2;33.4
0133881Y;COLLEGE GERMAINE TILLION;151;89.0;92.0;94;98.8;32.8
0133986M;ETABLISSEMENT PRIVE IBN KHALDOUN;56;100.0;71.0;56;103.5;25.3
0133992U;COLLEGE LOUIS PHILIBERT;123;93.0;94.0;92;110.6;38.4
0134022B;COLLEGE LOUISE MICHEL;130;74.0;83.0;63;88.1;27.2
0134342Z;COLLEGE PRIVE LA NATIVITE STE VICTOIRE;88;100.0;88.0;88;141.0;24.0
0140024A;COLLEGE VILLEY DESMESERETS;109;94.0;98.0;76;108.0;39.5
0140072C;COLLEGE JEAN CASTEL;112;87.0;96.0;68;100.8;27.5
0140077H;COLLEGE PIERRE ET MARIE CURIE;78;92.0;95.0;48;101.9;29.2
0141167T;COLLEGE PRIVE INSTITUTION SAINTE TRINITE;37;92.0;84.0;27;104.9;26.1
0141216W;COLLEGE PRIVE MAITRISE NOTRE-DAME;151;98.0;91.0;132;121.9;27.3
0141219Z;COLLEGE PRIVE ST JEAN-BAPTISTE DE LA SALLE;32;100.0;75.0;27;100.6;26.2
0141268C;COLLEGE GUILLAUME DE NORMANDIE;130;85.0;89.0;88;82.5;30.4
0141270E;COLLEGE PAUL ELUARD;50;96.0;79.0;44;86.7;25.2
0141272G;COLLEGE JACQUES PREVERT;85;95.0;82.0;64;91.3;27.5
0141684E;COLLEGE MONTGOMERI;120;92.0;92.0;89;111.0;31.4
0142271T;COLLEGE LEOPOLD SEDAR SENGHOR;172;95.0;91.0;131;107.1;32.8
0150666T;COLLEGE LA VIGIERE;61;97.0;88.0;48;98.4;24.6
0150729L;COLLEGE LA PONETIE;102;97.0;91.0;81;101.4;30.3
0160032Y;COLLEGE ANTOINE DELAFONT;58;91.0;92.0;43;100.8;30.6
0160042J;COLLEGE FONT-BELLE;78;97.0;93.0;67;100.7;28.8
0160100X;COLLEGE ROMAIN ROLLAND;58;74.0;84.0;31;73.3;19.0
0160106D;COLLEGE RENE CASSIN;73;89.0;91.0;48;101.1;30.4
0160117R;COLLEGE FELIX GAILLARD;96;89.0;89.0;66;94.3;30.8
0160864C;COLLEGE CLAUDE BOUCHER;95;87.0;92.0;60;83.6;26.6
0160867F;COLLEGE JEAN ROSTAND;96;93.0;90.0;67;101.0;28.9
0160882X;COLLEGE LOUIS PASTEUR;69;90.0;93.0;58;90.9;28.4
0161049D;COLLEGE PRIVE CATHOLIQUE SAINTE MARIE;43;98.0;94.0;33;111.4;25.5
0170004M;COLLEGE BEAUREGARD;65;89.0;92.0;53;97.8;30.0
0170010U;COLLEGE FRANCOISE DOLTO;161;95.0;96.0;136;116.7;30.3
0170012W;COLLEGE DE LA TREZENCE;33;97.0;93.0;31;92.2;25.8
0170072L;COLLEGE JOLIOT-CURIE;112;89.0;93.0;71;100.4;29.3
0170120N;COLLEGE PRIVE JEANNE D'ARC;46;100.0;91.0;45;110.3;25.8
0170387D;COLLEGE ANDRE ALBERT;152;93.0;91.0;107;102.6;29.4
0170389F;COLLEGE EMILE COMBES;97;81.0;95.0;61;97.6;27.5
0170390G;COLLEGE SAMUEL DUMENIEU;82;89.0;93.0;56;92.2;27.2
0171056F;COLLEGE EDOUARD GRIMAUX;150;90.0;90.0;114;105.1;34.0
0171159T;COLLEGE MARC JEANJEAN;79;95.0;93.0;66;95.3;27.6
0171210Y;COLLEGE MARC CHAGALL;199;92.0;96.0;153;115.8;30.2
0171213B;COLLEGE DE L'OUCHE DES CARMES;44;91.0;100.0;36;93.9;29.5
0180570X;COLLEGE PRIVE NOTRE DAME;38;100.0;78.0;37;104.9;28.4
0180721L;COLLEGE EMILE LITTRE;151;96.0;87.0;130;110.0;35.1
0180796T;COLLEGE PRIVE STE MARIE ST DOMINIQUE;207;96.0;87.0;178;124.1;28.3
0190614P;COLLEGE GEORGES CLEMENCEAU;135;92.0;94.0;95;111.6;32.0
0190740B;COLLEGE D ARSONVAL;114;96.0;91.0;83;104.4;33.8
0210001M;COLLEGE CLAUDE GUYOT;40;90.0;100.0;28;99.9;25.1
0210033X;COLLEGE ARTHUR RIMBAUD;122;94.0;95.0;92;114.3;29.5
0210050R;COLLEGE DINET;66;89.0;94.0;44;97.8;28.8
0211164B;COLLEGE ALBERT CAMUS;129;91.0;94.0;79;106.6;29.3
0211358M;COLLEGE LES HAUTES PAILLES;84;87.0;96.0;55;91.6;27.3
0211756V;COLLEGE GEORGES BRASSENS;108;93.0;94.0;77;105.5;29.9
0220006M;COLLEGE LUCIE ET RAYMOND AUBRAC;168;96.0;96.0;144;106.1;28.4
0220029M;COLLEGE PAUL SEBILLOT;31;90.0;93.0;24;93.8;23.3
0220038X;COLLEGE FRANCOIS RENE DE CHATEAUBRIAND;94;88.0;93.0;69;98.4;31.3
0220073K;COLLEGE ERNEST RENAN;116;95.0;94.0;94;104.0;30.6
0220140H;COLLEGE PRIVE SAINTE ANNE-SAINT JOACHIM;43;100.0;88.0;37;102.6;25.0
0220158C;COLLEGE PRIVE STE ANNE-ST JOSEPH;66;100.0;90.0;61;112.3;27.1
0220177Y;COLLEGE PRIVE ST YVES;33;94.0;85.0;28;104.9;27.9
0221541F;COLLEGE DU PENKER;69;93.0;88.0;45;105.7;30.3
0221542G;COLLEGE CHARLES BROCHEN;50;98.0;87.0;39;95.2;24.6
0221747E;COLLEGE PRIVE ST JOSEPH;47;100.0;92.0;45;102.5;25.6
0230004E;COLLEGE JEAN BEAUFRET;33;88.0;87.0;26;100.8;26.7
0230005F;COLLEGE JEAN MONNET;35;100.0;92.0;33;102.2;29.6
0271450E;COLLEGE PRIVE SAINT OUEN;85;98.0;84.0;73;115.6;30.4
0230032K;COLLEGE RAYMOND LOEWY;102;82.0;93.0;64;104.8;29.9
0230507B;COLLEGE JEAN PICART LE DOUX;50;92.0;87.0;37;95.8;26.7
0240119Z;COLLEGE EUGENE LE ROY;115;95.0;89.0;84;90.1;30.4
0240924Z;COLLEGE PRIVE NOTRE DAME;47;96.0;79.0;38;103.8;25.7
0240961P;COLLEGE LES CHATENADES;79;86.0;94.0;51;96.8;30.3
0241007P;COLLEGE GIRAUT DE BORNEIL;69;84.0;91.0;48;102.3;32.6
0241011U;COLLEGE ARNAUT DANIEL;91;88.0;93.0;65;96.6;30.4
0241136E;COLLEGE PRIVE STE MARTHE - ST FRONT;119;97.0;81.0;106;113.0;28.1
0250005V;COLLEGE RENE CASSIN;107;86.0;97.0;75;106.5;32.5
0250009Z;COLLEGE STENDHAL;124;90.0;93.0;102;107.5;40.0
0251054K;COLLEGE PRIVE JEAN BOSCO;54;100.0;94.0;52;97.7;24.0
0251055L;COLLEGE PRIVE SAINTE MARIE - SAINT MICHEL;50;96.0;90.0;36;106.7;26.5
0251090Z;COLLEGE JC BOUQUET-VAL DE MORTEAU;202;95.0;93.0;169;98.2;33.4
0251130T;COLLEGE JEAN-JACQUES ROUSSEAU;130;88.0;96.0;92;101.1;34.6
0251211F;COLLEGE PAUL LANGEVIN;167;86.0;93.0;114;102.1;34.4
0251573Z;COLLEGE VICTOR HUGO;248;94.0;95.0;198;114.6;42.5
0251590T;COLLEGE PRIVE LES AUGUSTINS;137;99.0;97.0;127;109.5;29.9
0251857H;COLLEGE CLAUDE GIRARD LES SORENTINES;146;93.0;92.0;113;121.4;34.4
0260027N;COLLEGE BENJAMIN MALOSSANE;67;99.0;94.0;55;110.0;32.8
0260049M;COLLEGE JEAN ZAY;131;83.0;90.0;78;92.1;38.0
0260067G;COLLEGE PRIVE NOTRE DAME DES CHAMPS;99;88.0;83.0;64;114.9;27.6
0260070K;COLLEGE PRIVE SAINTE ANNE - LA PROVIDENCE;119;94.0;88.0;96;116.0;27.8
0260090G;COLLEGE PRIVE LES MARISTES;165;99.0;90.0;150;122.4;27.3
0260092J;COLLEGE PRIVE FRANCOIS GONDIN;65;94.0;96.0;57;118.1;28.2
0261010G;COLLEGE LIS ISCLO D'OR;116;85.0;90.0;76;89.2;28.4
0261032F;COLLEGE JEAN PERRIN;139;89.0;95.0;106;107.8;37.1
0261088S;COLLEGE ALAIN BORNE;125;84.0;88.0;83;97.3;34.4
0261091V;COLLEGE ALBERT TRIBOULET;56;86.0;79.0;30;81.7;30.9
0261092W;COLLEGE FRANCOIS JEAN ARMORIN;105;92.0;88.0;80;108.7;34.9
0261133R;COLLEGE PRIVE CHATEAUNEUF;64;98.0;88.0;62;123.6;29.3
0261136U;COLLEGE PRIVE NOTRE DAME;220;91.0;88.0;177;115.1;30.6
0261528V;COLLEGE MARCELLE RIVIER;125;94.0;97.0;98;117.7;32.5
0270008M;COLLEGE EVARISTE GALOIS;74;81.0;82.0;42;93.4;29.3
0270013T;COLLEGE EUROPE;86;95.0;97.0;65;95.9;29.3
0270032N;COLLEGE PIERRE CORNEILLE;100;77.0;94.0;59;98.6;29.5
0270033P;COLLEGE JEAN-CLAUDE DAUPHIN;179;98.0;95.0;145;98.2;28.2
0270041Y;COLLEGE DES SEPT EPIS;136;85.0;92.0;87;96.1;24.4
0270043A;COLLEGE MAURICE DE VLAMINCK;128;81.0;90.0;76;94.8;30.9
0271056B;COLLEGE PRIVE SAINT GEORGES;34;97.0;84.0;25;106.4;27.0
0271065L;COLLEGE PRIVE NOTRE-DAME SAINT LOUIS;151;99.0;95.0;144;115.0;28.7
0271068P;COLLEGE PRIVE JEANNE D'ARC;71;100.0;82.0;62;123.0;30.9
0271104D;COLLEGE HENRI DUNANT;116;89.0;89.0;79;88.0;29.2
0271119V;COLLEGE FERDINAND BUISSON;147;84.0;92.0;79;95.2;33.6
0271122Y;COLLEGE MAURICE DE BROGLIE;42;79.0;91.0;23;93.7;29.5
0271173D;COLLEGE JEAN ROSTAND;108;90.0;95.0;78;107.6;34.9
0271442W;COLLEGE MARC CHAGALL;124;94.0;92.0;93;102.2;30.4
0271447B;COLLEGE PRIVE SAINT ADJUTOR;119;99.0;93.0;108;133.1;26.4
0271744Z;COLLEGE LUCIE AUBRAC;113;98.0;96.0;92;110.0;29.0
0280005D;COLLEGE MAURICE DE VLAMINCK;90;74.0;92.0;54;93.6;26.7
0280016R;COLLEGE LA PAJOTTERIE;101;94.0;94.0;73;107.0;31.2
0280018T;COLLEGE LOUIS PERGAUD;151;89.0;95.0;94;104.8;30.2
0280658N;COLLEGE ALBERT CAMUS;102;76.0;87.0;56;100.2;30.6
0280679L;COLLEGE PRIVE SAINTE CECILE;64;91.0;95.0;40;108.3;26.8
0280680M;COLLEGE PRIVE NOTRE DAME;74;100.0;92.0;67;113.8;23.9
0280755U;COLLEGE HELENE BOUCHER;167;86.0;92.0;117;112.4;36.7
0280865N;COLLEGE LOUIS ARMAND;104;70.0;91.0;49;81.1;25.5
0280867R;COLLEGE FRANCOIS RABELAIS;79;80.0;90.0;49;94.7;29.6
0281043G;COLLEGE JEAN MONNET;193;84.0;90.0;134;113.3;32.8
0290031B;COLLEGE LE PORZOU;88;97.0;97.0;76;109.4;34.0
0290039K;COLLEGE ROZ AVEL;50;84.0;94.0;32;106.6;28.8
0290049W;COLLEGE ANTOINE DE SAINT-EXUPERY;141;91.0;94.0;99;101.1;27.2
0290058F;COLLEGE DES MONTS D'ARREE;55;98.0;88.0;50;103.4;29.0
0290060H;COLLEGE PENANROZ;41;95.0;89.0;30;109.4;36.8
0290065N;COLLEGE EDOUARD QUEAU;96;100.0;99.0;89;107.3;29.8
0290068S;COLLEGE LA TOUR D'AUVERGNE;144;85.0;89.0;109;108.6;33.9
0290086L;COLLEGE SIMONE-VEIL;95;97.0;97.0;83;114.0;32.0
0290149E;COLLEGE JOSEPHINE-BAKER;68;79.0;73.0;35;73.1;21.5
0290153J;COLLEGE KERZOURAT;97;97.0;92.0;77;95.0;24.4
0290262C;COLLEGE PRIVE ST JOSEPH;81;95.0;96.0;68;126.7;28.9
0290314J;COLLEGE PRIVE ST STANISLAS;255;99.0;90.0;226;113.0;27.4
0291085X;COLLEGE DU CHATEAU;72;89.0;88.0;53;103.9;33.0
0291591X;COLLEGE JEAN-MARIE LE BRIS;141;96.0;91.0;121;110.7;32.2
0291592Y;COLLEGE AUGUSTE BRIZEUX;163;94.0;89.0;131;113.4;35.2
0291635V;COLLEGE HERSART DE LA VILLEMARQUE;116;100.0;91.0;106;103.1;30.0
0291639Z;COLLEGE PRIVE ST ANTOINE;71;99.0;85.0;63;114.0;27.1
0291640A;COLLEGE PRIVE ST JOSEPH;247;99.0;87.0;224;107.8;24.4
0291655S;COLLEGE PRIVE ST CHARLES;97;99.0;94.0;86;116.1;25.8
0291661Y;COLLEGE ANNA MARLY;73;79.0;80.0;53;102.6;37.1
0291866W;COLLEGE PRIVE NOTRE DAME DE KERBONNE;60;88.0;69.0;42;114.3;27.3
0291868Y;COLLEGE PRIVE STE ANNE;190;100.0;92.0;179;129.5;34.8
0291872C;COLLEGE PRIVE ST LOUIS;90;100.0;88.0;85;106.8;26.3
0291878J;COLLEGE PRIVE STE THERESE;149;100.0;88.0;141;120.4;30.1
0291883P;COLLEGE PRIVE STE URSULE;117;98.0;92.0;97;114.9;28.4
0292055B;COLLEGE PRIVE DIWAN PENN AR BED;68;100.0;82.0;44;132.4;33.4
0300013B;COLLEGE LE CASTELLAS;41;80.0;91.0;29;88.2;29.2
0300050S;COLLEGE LA GARRIGUETTE;143;87.0;94.0;93;104.4;32.1
0300946R;COLLEGE REVOLUTION;105;87.0;87.0;87;121.8;36.4
0301098F;COLLEGE LES OLIVIERS;127;75.0;87.0;75;79.8;26.3
0301232B;COLLEGE GASTON DOUMERGUE;219;91.0;95.0;163;111.4;35.6
0301751R;COLLEGE PRIVE EMMANUEL D'ALZON;102;100.0;98.0;102;126.3;26.6
0310001H;COLLEGE ARMAND LATOUR;48;83.0;94.0;34;100.9;32.5
0310022F;COLLEGE STELLA BLANDY;89;87.0;98.0;56;107.2;30.4
0310023G;COLLEGE BERTRAND LARALDE;67;88.0;96.0;41;99.2;31.7
0440064F;COLLEGE PONT ROUSSEAU;147;89.0;94.0;120;114.4;40.5
0310083X;COLLEGE DIDIER DAURAT;81;98.0;92.0;69;93.2;33.5
0310092G;COLLEGE BELLEVUE;187;91.0;87.0;149;118.8;43.3
0311111P;COLLEGE HUBERTINE AUCLERT;223;83.0;89.0;136;91.4;33.0
0311176K;COLLEGE PRIVE DE LA SALLE;140;99.0;94.0;133;139.7;24.9
0311232W;COLLEGE CLAUDE NOUGARO;72;86.0;83.0;56;102.1;38.6
0311236A;COLLEGE PIERRE DE FERMAT;221;84.0;86.0;162;123.1;43.2
0371192V;COLLEGE ROGER JAHAN;43;98.0;82.0;32;94.2;29.1
0371209N;COLLEGE PHILIPPE DE COMMYNES;131;95.0;93.0;100;109.2;34.9
0371210P;COLLEGE BALZAC;134;90.0;92.0;93;110.4;30.2
0371248F;COLLEGE ANDRE MALRAUX;104;80.0;93.0;62;105.6;32.6
0371327S;COLLEGE PRIVE NOTRE DAME LA RICHE;113;96.0;81.0;96;121.0;29.8
0371391L;COLLEGE STALINGRAD;80;89.0;87.0;49;98.5;35.0
0380004Y;COLLEGE ARC EN CIERS;109;91.0;92.0;84;100.2;33.2
0380021S;COLLEGE LOUIS LUMIERE;139;84.0;95.0;92;100.0;33.9
0380047V;COLLEGE DU VALLON DES MOTTES;53;87.0;89.0;37;109.8;32.8
0380055D;COLLEGE RAYMOND GUELEN;48;100.0;91.0;38;110.9;31.3
0380058G;COLLEGE BARNAVE;161;95.0;94.0;144;123.2;39.3
0380068T;COLLEGE MARCEL MARIOTTE;95;78.0;84.0;58;94.7;28.1
0380111P;COLLEGE PRE BENIT;197;86.0;95.0;147;99.5;35.9
0380357G;COLLEGE EDOUARD VAILLANT;78;78.0;83.0;47;91.8;34.2
0381604M;COLLEGE VERCORS;82;73.0;77.0;40;80.8;29.3
0381701T;COLLEGE PRIVE SAINT JOSEPH;43;91.0;89.0;33;108.9;29.0
0381704W;COLLEGE PRIVE SACRE COEUR;67;99.0;92.0;58;123.5;27.5
0381706Y;COLLEGE PRIVE SAINT BRUNO;142;100.0;94.0;126;119.7;29.1
0381777A;COLLEGE LIONEL TERRAY;121;97.0;94.0;105;134.2;36.5
0381810L;COLLEGE GERARD PHILIPE;109;81.0;95.0;68;84.4;30.8
0381812N;COLLEGE FERNAND LEGER;125;85.0;93.0;74;99.2;33.8
0381908T;COLLEGE LE VERGERON;99;82.0;91.0;69;118.7;36.8
0382032C;COLLEGE LUCIE AUBRAC;71;83.0;89.0;39;72.7;24.9
0382036G;COLLEGE CHARTREUSE;121;93.0;90.0;100;111.0;38.5
0382044R;COLLEGE PABLO PICASSO;95;74.0;82.0;54;78.1;24.1
0382114S;COLLEGE STENDHAL;144;88.0;92.0;108;119.1;42.1
0382147C;COLLEGE JONGKIND;112;79.0;95.0;73;96.6;32.7
0382174G;COLLEGE SALVADOR ALLENDE;191;85.0;90.0;119;87.4;30.7
0382268J;COLLEGE LA MOULINIERE;107;93.0;96.0;84;117.7;36.2
0382427G;COLLEGE LE GUILLON;105;90.0;92.0;82;101.7;33.8
0382581Z;COLLEGE PRIVE EXTERNAT NOTRE DAME;146;99.0;89.0;135;119.8;30.7
0383056R;COLLEGE ROBERT DOISNEAU;113;81.0;93.0;64;88.3;25.8
0383141H;COLLEGE DE PERANCHE;86;91.0;88.0;74;116.1;31.4
0383253E;COLLEGE JEAN FERRAT;174;80.0;95.0;110;101.2;29.7
0383300F;COLLEGE ICARE;117;97.0;96.0;102;123.7;35.1
0383454Y;COLLEGE DES COLLINES;163;96.0;93.0;146;116.1;34.0
0383455Z;COLLEGE STEPHEN HAWKING;161;92.0;93.0;119;120.8;36.9
0390004T;COLLEGE DU PARC;96;94.0;94.0;78;103.5;28.1
0390010Z;COLLEGE JEAN JAURES;48;85.0;89.0;32;100.2;29.3
0390025R;COLLEGE PIERRE VERNOTTE;55;87.0;94.0;39;100.2;32.9
0390083D;COLLEGE PRIVE LAURENT MONNIER;45;98.0;94.0;43;97.8;24.7
0390800H;COLLEGE CLAUDE NICOLAS LEDOUX;121;93.0;92.0;92;108.4;32.8
0391035N;COLLEGE DU PLATEAU;51;92.0;97.0;41;96.5;36.3
0400005N;COLLEGE JEAN ROSTAND;138;94.0;83.0;119;116.9;34.1
0400012W;COLLEGE VAL D ADOUR;93;89.0;93.0;71;106.8;25.0
0400034V;COLLEGE GEORGE SAND;51;94.0;91.0;34;97.3;27.3
0400038Z;COLLEGE CAP DE GASCOGNE;108;90.0;95.0;80;103.2;30.8
0400042D;COLLEGE JEAN ROSTAND;99;99.0;86.0;91;101.7;30.0
0400043E;COLLEGE PIERRE BLANQUIE;98;95.0;91.0;77;107.0;27.7
0400728Z;COLLEGE FRANCOIS MITTERRAND;128;99.0;92.0;107;107.1;30.1
0401066S;COLLEGE DANIELLE MITTERRAND;112;85.0;90.0;84;102.3;33.8
0410003F;COLLEGE BLOIS-BEGON;112;88.0;90.0;69;72.5;25.2
0410035R;COLLEGE LOUIS PERGAUD;60;97.0;96.0;41;96.6;28.1
0410596A;COLLEGE ALPHONSE KARR;52;83.0;94.0;32;93.2;28.9
0410651K;COLLEGE LES PRESSIGNY;69;84.0;93.0;42;93.6;28.8
0410681T;COLLEGE PRIVE NOTRE DAME ST JOSEPH;33;97.0;87.0;22;115.0;23.0
0410684W;COLLEGE PRIVE NOTRE DAME;60;97.0;76.0;48;111.9;21.5
0410688A;COLLEGE PRIVE SAINT JOSEPH;74;82.0;77.0;52;120.1;31.7
0410715E;COLLEGE MARCEL CARNE;158;93.0;85.0;124;111.6;35.3
0410717G;COLLEGE GASTON JOLLET;78;79.0;91.0;39;93.3;29.0
0410792N;COLLEGE ROBERT LASNEAU;121;88.0;95.0;83;108.6;35.9
0410914W;COLLEGE MARIE CURIE;90;84.0;91.0;63;100.9;29.9
0420003A;COLLEGE DU PILAT;46;98.0;98.0;39;104.6;35.5
0420011J;COLLEGE JACQUES BREL;101;89.0;98.0;79;107.2;33.0
0420058K;COLLEGE LES CHAMPS;190;89.0;92.0;145;103.5;31.7
0421014Z;COLLEGE PRIVE NOTRE DAME DES COLLINES;125;93.0;89.0;97;104.7;29.6
0421032U;COLLEGE PRIVE VICTOR DE LAPRADE;121;99.0;87.0;117;109.3;29.4
0421043F;COLLEGE PRIVE SAINT JOSEPH;34;100.0;98.0;31;105.5;25.9
0421049M;COLLEGE PRIVE SAINT JEAN;39;100.0;90.0;37;104.9;23.8
0421452A;COLLEGE GAMBETTA;193;84.0;87.0;129;88.2;39.4
0421457F;COLLEGE ALBERT SCHWEITZER;140;96.0;93.0;113;101.3;32.4
0421569C;COLLEGE ARISTIDE BRIAND;91;71.0;79.0;45;90.2;33.1
0421607U;COLLEGE JULES ROMAINS;149;95.0;92.0;125;115.3;31.3
0421678W;COLLEGE HONORE D'URFE;224;80.0;86.0;149;82.6;31.5
0421679X;COLLEGE LE PORTAIL ROUGE;138;83.0;88.0;93;90.5;36.4
0421686E;COLLEGE JEAN DASTE;69;86.0;83.0;39;71.7;22.1
0421735H;COLLEGE DE LA COTE ROANNAISE;119;95.0;95.0;92;108.7;30.7
0421799C;COLLEGE PRIVE SAINTE MARIE LA GRAND'GRANGE;239;99.0;90.0;220;114.0;30.7
0421852K;COLLEGE LOUIS ARAGON;95;80.0;88.0;64;85.7;32.0
0422293P;COLLEGE ANTOINE GUICHARD;172;92.0;95.0;131;115.8;30.5
0430017K;COLLEGE LAURENT EYNAC;55;98.0;94.0;51;106.7;29.5
0430902X;COLLEGE PRIVE SAINT REGIS;98;100.0;97.0;98;112.0;26.2
0430917N;COLLEGE ANNE FRANK;48;100.0;87.0;42;91.0;31.0
0430987P;COLLEGE DES GORGES DE LA LOIRE;40;98.0;91.0;32;107.4;33.5
0440018F;COLLEGE RAYMOND QUENEAU;77;96.0;91.0;55;91.6;26.4
0440025N;COLLEGE HECTOR BERLIOZ;96;96.0;88.0;69;118.0;42.0
0440028S;COLLEGE LA COLINIERE;126;90.0;80.0;92;102.5;39.1
0440065G;COLLEGE PETITE LANDE;163;91.0;93.0;121;113.7;34.9
0440184L;COLLEGE PRIVE ST HERMELAND;95;97.0;81.0;80;119.9;28.0
0440190T;COLLEGE PRIVE STE PHILOMENE;150;97.0;95.0;126;126.7;27.7
0440195Y;COLLEGE PRIVE ST JOSEPH;110;96.0;95.0;86;105.9;26.5
0440199C;COLLEGE PRIVE ST JOSEPH;91;98.0;90.0;78;114.3;27.3
0440211R;COLLEGE PRIVE ST THEOPHANE VENARD;50;90.0;89.0;41;105.8;33.8
0440232N;COLLEGE PRIVE SAINT-AUGUSTIN;64;98.0;88.0;52;102.9;25.3
0440235S;COLLEGE PRIVE STE THERESE;116;91.0;91.0;90;107.9;26.9
0440283U;COLLEGE LIBERTAIRE RUTIGLIANO;82;74.0;74.0;47;97.2;39.7
0440285W;COLLEGE GASTON SERPETTE;128;94.0;92.0;102;132.5;37.8
0440316E;COLLEGE MARIE MARVINGT;145;92.0;90.0;115;106.7;35.1
0440422V;COLLEGE PRIVE STE ANNE;174;100.0;92.0;155;134.6;26.9
0440536U;COLLEGE SOPHIE GERMAIN;105;76.0;78.0;49;90.6;38.2
0440538W;COLLEGE JACQUES BREL;136;94.0;94.0;104;109.1;31.0
0441545R;COLLEGE LA NOE LAMBERT;142;85.0;84.0;96;107.7;43.4
0441547T;COLLEGE LE GRAND BEAUREGARD;110;95.0;95.0;98;135.5;33.3
0441686U;COLLEGE AUGUSTE MAILLOUX;130;94.0;98.0;105;116.3;33.0
0441724K;COLLEGE LA REINETIERE;106;92.0;88.0;74;108.2;38.8
0441727N;COLLEGE ARTHUR RIMBAUD;81;93.0;88.0;58;86.7;25.4
0441862K;COLLEGE LOUISE MICHEL;69;99.0;91.0;54;94.0;27.9
0441928G;COLLEGE PRIVE ST JOSEPH;202;100.0;93.0;181;118.0;30.3
0441931K;COLLEGE PRIVE ST JOSEPH DU LOQUIDY-LA SALLE;257;100.0;92.0;257;143.4;19.2
0441934N;COLLEGE PRIVE CHAVAGNES;123;100.0;85.0;123;143.0;21.2
0441938T;COLLEGE PRIVE ST STANISLAS;177;100.0;85.0;166;137.0;24.4
0441941W;COLLEGE PRIVE ST LOUIS;188;100.0;90.0;166;122.2;30.3
0442011X;COLLEGE LA COUTANCIERE;124;99.0;97.0;107;127.0;38.6
